iter	Accuracy	Logloss
0	0.9135338346	0.4354826
1	0.9586466165	0.2892417487
2	0.962406015	0.2129886794
3	0.9736842105	0.1620955862
4	0.977443609	0.1393394854
5	0.977443609	0.1191794001
6	0.9812030075	0.1004275678
7	0.9812030075	0.09222013982
8	0.9812030075	0.07948524391
9	0.984962406	0.0748902836
10	0.984962406	0.07017275243
11	0.984962406	0.06692006127
12	0.984962406	0.06095810136
13	0.984962406	0.05787980127
14	0.984962406	0.05336682846
15	0.984962406	0.05251122663
16	0.984962406	0.05070285789
17	0.984962406	0.04699411159
18	0.992481203	0.044219	1	0.019	0.99248120	1	0.02379031144221	1	0.02213713285
22	1	0.0213976157
23	1	0.01967454181
24	1	0.01836451962
25	1	0.01670209142
26	1	0.01594989738
27	1	0.01462696172
28	1	0.01354233074
29	1	0.01256380836
30	1	0.01161602137
31	1	0.01103951569
32	1	0.01035813557
33	1	0.009832945647
34	1	0.009358105671
35	1	0.00878993345
36	1	0.008215664978
37	1	0.007920945929
38	1	0.007636990532
39	1	0.007322363233
40	1	0.007073878637
41	1	0.00691538956
42	1	0.006610011568
43	1	0.006421257472
44	1	0.006291925364
45	1	0.006085029807
46	1	0.005926427888
47	1	0.005855145066
48	1	0.005698256517
49	1	0.005608763045
50	1	0.005513026456
51	1	0.005276814735
52	1	0.005128384031
53	1	0.005006262539
54	1	0.00493275954
55	1	0.004687060657
56	1	0.004624666677
57	1	0.00445801322
58	1	0.004344121738
59	1	0.004241717251
60	1	0.004154264655
61	1	0.004099540831
62	1	0.00403622622
63	1	0.00397095831
64	1	0.003902799719
65	1	0.003864792683
66	1	0.00379821723
67	1	0.003686394601
68	1	0.003628427918
69	1	0.003588305186
70	1	0.003536717256
71	1	0.00346592856
72	1	0.003436081606
73	1	0.003386253983
74	1	0.003264702787
75	1	0.003190730206
76	1	0.003118646719
77	1	0.003084538107
78	1	0.003032455009
79	1	0.002984465328
80	1	0.002915694942
81	1	0.002889870237
82	1	0.002840465729
83	1	0.002779622427
84	1	0.002715274371
85	1	0.002680756084
86	1	0.002640142951
87	1	0.002601788835
88	1	0.002556734142
89	1	0.00250559947
90	1	0.002458973527
91	1	0.002441111687
92	1	0.002427282559
93	1	0.002416571322
94	1	0.00240008384
95	1	0.002365157892
96	1	0.002336713315
97	1	0.002317499767
98	1	0.00227526704
99	1	0.00224776951
100	1	0.002217458798
101	1	0.002150398056
102	1	0.002130361498
103	1	0.00210444933
104	1	0.002091849695
105	1	0.002066915889
106	1	0.002049116178
107	1	0.002037115951
108	1	0.001996191747
109	1	0.00197912959
110	1	0.001973646528
111	1	0.001958993746
112	1	0.001951505742
113	1	0.001931060672
114	1	0.001923165679
115	1	0.001911902304
116	1	0.001906024877
117	1	0.001891356776
118	1	0.001882572055
119	1	0.001873569324
120	1	0.001863175344
121	1	0.001842557516
122	1	0.001829243502
123	1	0.001810386612
124	1	0.001797450933
125	1	0.001791439538
126	1	0.001777819493
127	1	0.00177313216
128	1	0.001752590084
129	1	0.001741886706
130	1	0.001732613007
131	1	0.001717561783
132	1	0.001708807421
133	1	0.001696030851
134	1	0.001679573474
135	1	0.001663740429
136	1	0.001657562782
137	1	0.001643994107
138	1	0.001633625115
139	1	0.001627114686
140	1	0.001611801446
141	1	0.00159806383
142	1	0.001588693631
143	1	0.001579015559
144	1	0.001557083711
145	1	0.001549299809
146	1	0.001538034374
147	1	0.00152882241
148	1	0.001518783296
149	1	0.001510995248
150	1	0.001501965951
151	1	0.001489457223
152	1	0.001480630569
153	1	0.001468727344
154	1	0.001465457366
155	1	0.001458057034
156	1	0.001452192648
157	1	0.001445128301
158	1	0.001432467451
159	1	0.00142570467
160	1	0.001411511865
161	1	0.001395399877
162	1	0.001389301464
163	1	0.001380546851
164	1	0.00137024022
165	1	0.001355081548
166	1	0.001347087913
167	1	0.001339949887
168	1	0.001337766341
169	1	0.001323166329
170	1	0.00131496095
171	1	0.001307608495
172	1	0.001303396499
173	1	0.001299122947
174	1	0.001295669881
175	1	0.001291455806
176	1	0.001283766582
177	1	0.001280565645
178	1	0.001276627621
179	1	0.001272840442
180	1	0.00126960707
181	1	0.001259356538
182	1	0.001254906024
183	1	0.001247723727
184	1	0.001246151288
185	1	0.001242208807
186	1	0.001238523616
187	1	0.001234876477
188	1	0.001232373674
189	1	0.001228563946
190	1	0.001226516548
191	1	0.001220745272
192	1	0.001210764354
193	1	0.001207715352
194	1	0.0012030596
195	1	0.001197339629
196	1	0.001194713691
197	1	0.001189970993
198	1	0.001188170456
199	1	0.001177076153
200	1	0.001168940143
201	1	0.001161013517
202	1	0.001154541961
203	1	0.001149776141
204	1	0.001146801925
205	1	0.001142697507
206	1	0.001140591122
207	1	0.001135997929
208	1	0.001128887178
209	1	0.001127945146
210	1	0.001125516392
211	1	0.001123428172
212	1	0.001120063079
213	1	0.001112509626
214	1	0.001105832213
215	1	0.001098346194
216	1	0.001093658642
217	1	0.001089457736
218	1	0.00108603246
219	1	0.001073335131
220	1	0.001070308662
221	1	0.001066831672
222	1	0.001063950951
223	1	0.00105669555
224	1	0.001053190292
225	1	0.00104494574
226	1	0.001038684734
227	1	0.001036161717
228	1	0.00103078295
229	1	0.001025263454
230	1	0.001022708334
231	1	0.001017424104
232	1	0.001012029956
233	1	0.001003937892
234	1	0.0009969669914
235	1	0.0009912336856
236	1	0.000990245011
237	1	0.0009868755296
238	1	0.0009834362734
239	1	0.0009814249514
240	1	0.0009794694366
241	1	0.0009755770448
242	1	0.0009685694277
243	1	0.0009625930771
244	1	0.0009610010721
245	1	0.0009540980359
246	1	0.0009497330351
247	1	0.0009443594845
248	1	0.000941727014
249	1	0.0009374762253
250	1	0.0009342332862
251	1	0.0009312196619
252	1	0.0009284122657
253	1	0.0009200756748
254	1	0.0009185323856
255	1	0.0009151641028
256	1	0.0009103826029
257	1	0.0009055863949
258	1	0.0009013819832
259	1	0.0009001375627
260	1	0.0008951795402
261	1	0.0008922117574
262	1	0.000887924851
263	1	0.0008849961652
264	1	0.0008810519756
265	1	0.0008778484616
266	1	0.000872621895
267	1	0.0008687346654
268	1	0.0008645658437
269	1	0.0008619768383
270	1	0.000856903779
271	1	0.000854644603
272	1	0.0008483489973
273	1	0.0008431264305
274	1	0.0008399535562
275	1	0.0008360696346
276	1	0.0008322109761
277	1	0.0008295161534
278	1	0.0008282793053
279	1	0.0008258227154
280	1	0.0008240740658
281	1	0.000821772267
282	1	0.0008206653506
283	1	0.0008199798994
284	1	0.0008191607009
285	1	0.0008162304709
286	1	0.0008151928003
287	1	0.0008116380766
288	1	0.0008097356824
289	1	0.0008026604971
290	1	0.0007999596583
291	1	0.000798026745
292	1	0.0007938122726
293	1	0.0007913562432
294	1	0.0007882213372
295	1	0.0007867146197
296	1	0.0007857514474
297	1	0.0007832003048
298	1	0.0007822606258
299	1	0.0007758521553
300	1	0.000774279726
301	1	0.0007721510701
302	1	0.0007684099447
303	1	0.0007646713556
304	1	0.0007605970541
305	1	0.000757814658
306	1	0.0007571203567
307	1	0.0007502621689
308	1	0.0007498169463
309	1	0.0007488743221
310	1	0.0007468979937
311	1	0.0007457978813
312	1	0.0007439586756
313	1	0.0007411180093
314	1	0.0007386237726
315	1	0.0007378478605
316	1	0.0007353116493
317	1	0.0007301332313
318	1	0.0007276647435
319	1	0.0007264299741
320	1	0.0007246163176
321	1	0.0007226326877
322	1	0.0007219995635
323	1	0.0007187237449
324	1	0.0007181485447
325	1	0.0007151793936
326	1	0.000712958173
327	1	0.0007106930917
328	1	0.0007090624297
329	1	0.000708008042
330	1	0.0007061141747
331	1	0.000700331626
332	1	0.0006975943551
333	1	0.0006939496148
334	1	0.0006928094796
335	1	0.0006907910906
336	1	0.0006886448217
337	1	0.0006874656181
338	1	0.0006852668556
339	1	0.0006832961428
340	1	0.0006814241476
341	1	0.0006808872377
342	1	0.0006788488666
343	1	0.0006756537037
344	1	0.0006740264387
345	1	0.0006735801428
346	1	0.0006732572376
347	1	0.0006716236486
348	1	0.0006685832253
349	1	0.0006669016682
350	1	0.0006664013763
351	1	0.0006653814877
352	1	0.000664526033
353	1	0.0006620592483
354	1	0.000659441791
355	1	0.0006577492295
356	1	0.0006558327421
357	1	0.0006554656936
358	1	0.0006528616704
359	1	0.0006500302852
360	1	0.0006489221893
361	1	0.0006462080573
362	1	0.000644852551
363	1	0.0006442058934
364	1	0.0006427976645
365	1	0.000639705278
366	1	0.0006384669328
367	1	0.0006361544904
368	1	0.0006351412351
369	1	0.0006337104842
370	1	0.000631503664
371	1	0.0006308342576
372	1	0.0006280264549
373	1	0.0006268816875
374	1	0.0006259222199
375	1	0.0006246547569
376	1	0.0006232310831
377	1	0.0006211874344
378	1	0.0006200253225
379	1	0.0006194338389
380	1	0.0006187015479
381	1	0.0006166925801
382	1	0.0006150011129
383	1	0.0006131272083
384	1	0.0006118332421
385	1	0.0006102435003
386	1	0.0006096267364
387	1	0.0006075641443
388	1	0.0006063354173
389	1	0.0006042768851
390	1	0.0006032430868
391	1	0.0006023753181
392	1	0.0006019294059
393	1	0.0006011974732
394	1	0.0005995852297
395	1	0.000599244018
396	1	0.0005983189802
397	1	0.000595565369
398	1	0.000593934201
399	1	0.0005928671837
400	1	0.0005921590578
401	1	0.0005890474503
402	1	0.0005870317565
403	1	0.0005830712809
404	1	0.0005809817508
405	1	0.0005802949216
406	1	0.0005790803715
407	1	0.0005769363898
408	1	0.0005751362556
409	1	0.0005741761396
410	1	0.0005737370225
411	1	0.0005722629928
412	1	0.0005705626402
413	1	0.0005695750198
414	1	0.0005678502112
415	1	0.0005674558269
416	1	0.0005669662801
417	1	0.0005654838267
418	1	0.0005642430612
419	1	0.0005625246641
420	1	0.0005619000715
421	1	0.0005601903333
422	1	0.0005588507162
423	1	0.0005577758905
424	1	0.000556430006
425	1	0.0005559279252
426	1	0.0005551219259
427	1	0.0005533520552
428	1	0.0005527079169
429	1	0.0005518688428
430	1	0.0005514328686
431	1	0.000550472022
432	1	0.0005494053087
433	1	0.0005482345894
434	1	0.0005470967183
435	1	0.0005441588141
436	1	0.0005430725782
437	1	0.0005414081644
438	1	0.0005405000532
439	1	0.0005398663124
440	1	0.0005389919144
441	1	0.0005384446506
442	1	0.0005371024579
443	1	0.0005368208844
444	1	0.0005344249174
445	1	0.0005335093248
446	1	0.0005280723305
447	1	0.0005275049589
448	1	0.0005271270743
449	1	0.0005256847747
450	1	0.0005224732005
451	1	0.0005216543734
452	1	0.000520512521
453	1	0.0005202002231
454	1	0.0005188993183
455	1	0.0005178473174
456	1	0.0005169567136
457	1	0.0005166253751
458	1	0.0005160065414
459	1	0.0005135696244
460	1	0.0005122551921
461	1	0.000511263879
462	1	0.0005101502493
463	1	0.0005095480866
464	1	0.0005065825705
465	1	0.0005056849508
466	1	0.0005050546233
