iter	Logloss	Accuracy
201	0.004301060459	1
202	0.004270657012	1
203	0.004229328068	1
204	0.004193793627	1
205	0.004152142871	1
206	0.004125029158	1
207	0.004095318359	1
208	0.004058615014	1
209	0.004038611322	1
210	0.004004759942	1
211	0.003982823367	1
212	0.003936335136	1
213	0.003906921103	1
214	0.003878212549	1
215	0.003854103973	1
216	0.003834558809	1
217	0.00379508241	1
218	0.003763605669	1
219	0.003740240988	1
220	0.003697365228	1
221	0.00368133064	1
222	0.003649417993	1
223	0.003635294097	1
224	0.0036173362	1
225	0.003592773029	1
226	0.003580279702	1
227	0.003551033569	1
228	0.003529793596	1
229	0.003515527317	1
230	0.003496678826	1
231	0.003471257227	1
232	0.003449647959	1
233	0.003425746206	1
234	0.003405255973	1
235	0.003388040989	1
236	0.003355357023	1
237	0.003340908402	1
238	0.003314596482	1
239	0.003297513555	1
240	0.003281948999	1
241	0.003256011491	1
242	0.003231043955	1
243	0.003216569187	1
244	0.003179469762	1
245	0.003165888362	1
246	0.003152984047	1
247	0.00313539197	1
248	0.003124387694	1
249	0.003106209506	1
250	0.00308717518	1
251	0.003068966656	1
252	0.003051126547	1
253	0.003033136926	1
254	0.003017581318	1
255	0.002999837287	1
256	0.002976274705	1
257	0.002954823374	1
258	0.002942291749	1
259	0.002929573028	1
260	0.002906769659	1
261	0.002883354386	1
262	0.00286712391	1
263	0.002854265179	1
264	0.002845387219	1
265	0.002828302201	1
266	0.002811930546	1
267	0.002798687752	1
268	0.002782432046	1
269	0.00277154433	1
270	0.002760047372	1
271	0.00274694168	1
272	0.002730214069	1
273	0.002719740739	1
274	0.002705302043	1
275	0.002683361486	1
276	0.002674770205	1
277	0.00266094596	1
278	0.002644241384	1
279	0.002632218734	1
280	0.002625922718	1
281	0.002614049657	1
282	0.002598937179	1
283	0.002591098282	1
284	0.002580554395	1
285	0.002571811905	1
286	0.002550991498	1
287	0.002536028528	1
288	0.002522807614	1
289	0.002512307891	1
290	0.002504927965	1
291	0.002489833985	1
292	0.002484771759	1
293	0.002471286009	1
294	0.002461639146	1
295	0.002457519295	1
296	0.002438618581	1
297	0.002431275629	1
298	0.002423216505	1
299	0.002411114929	1
300	0.002398627646	1
301	0.002386812218	1
302	0.0023735024	1
303	0.002364508321	1
304	0.002352504604	1
305	0.002342000283	1
306	0.002333692605	1
307	0.00232188548	1
308	0.002314855413	1
309	0.002305848831	1
310	0.002294336682	1
311	0.002287542485	1
312	0.00227940907	1
313	0.002272400647	1
314	0.0022567221	1
315	0.002247140164	1
316	0.002238766644	1
317	0.002229937322	1
318	0.002221881425	1
319	0.002213926633	1
320	0.002206567999	1
321	0.002200819348	1
322	0.002194821217	1
323	0.002184645577	1
324	0.002174387642	1
325	0.002169463882	1
326	0.002155851973	1
327	0.002141746586	1
328	0.002132835916	1
329	0.002124508552	1
330	0.002112911637	1
331	0.00210114676	1
332	0.002096296211	1
333	0.002091712051	1
334	0.002087025648	1
335	0.002080799114	1
336	0.002074679896	1
337	0.002064351846	1
338	0.002050511407	1
339	0.002042938085	1
340	0.002034738426	1
341	0.002022439166	1
342	0.002016129536	1
343	0.002007381312	1
344	0.002000971308	1
345	0.001992423669	1
346	0.001986425511	1
347	0.001980268807	1
348	0.001974295778	1
349	0.001966872087	1
350	0.001955606213	1
351	0.001947057893	1
352	0.00193859102	1
353	0.001930655706	1
354	0.001926760903	1
355	0.001920856861	1
356	0.001914737004	1
357	0.001903508412	1
358	0.001900646451	1
359	0.001891698578	1
360	0.001885615738	1
361	0.001878440955	1
362	0.001872779502	1
363	0.001865214291	1
364	0.001860118542	1
365	0.001848418102	1
366	0.001846240022	1
367	0.00184171684	1
368	0.001836237076	1
369	0.001831491135	1
370	0.001824702059	1
371	0.001820431863	1
372	0.001814475366	1
373	0.00180938949	1
374	0.001803483582	1
375	0.001796470791	1
376	0.001792127933	1
377	0.00178778887	1
378	0.001783811945	1
379	0.001778384686	1
380	0.001774741335	1
381	0.001769655135	1
382	0.001763361808	1
383	0.001757198563	1
384	0.001752319366	1
385	0.001745253146	1
386	0.001740345581	1
387	0.001734408694	1
388	0.001728596866	1
389	0.001724853079	1
390	0.001719994491	1
391	0.001711803927	1
392	0.001708414145	1
393	0.001704217787	1
394	0.001698884186	1
395	0.001694678862	1
396	0.001689626484	1
397	0.001684165721	1
398	0.001678548736	1
399	0.001671689846	1
400	0.001663812391	1
401	0.001658118044	1
402	0.001654312315	1
403	0.001648220357	1
404	0.001646084616	1
405	0.001640157574	1
406	0.001637818272	1
407	0.001632941239	1
408	0.001627995753	1
409	0.001623733486	1
410	0.001618249199	1
411	0.001614287598	1
412	0.001610582239	1
413	0.00160792572	1
414	0.001602890426	1
415	0.001597779716	1
416	0.001594554196	1
417	0.001590095384	1
418	0.001586092274	1
419	0.001582499544	1
420	0.001576743587	1
421	0.001571031249	1
422	0.001565198599	1
423	0.001560984897	1
424	0.001557019158	1
425	0.00155027293	1
426	0.001540656022	1
427	0.001538416344	1
428	0.001533496716	1
429	0.001528336085	1
430	0.001525329679	1
431	0.001521760403	1
432	0.001517745061	1
433	0.00150933653	1
434	0.001506337669	1
435	0.001501940909	1
436	0.001495745867	1
437	0.001490381531	1
438	0.001486561921	1
439	0.001479653666	1
440	0.001474871865	1
441	0.00146860362	1
442	0.001464835676	1
443	0.001460768335	1
444	0.001456194864	1
445	0.001451595611	1
446	0.001449296359	1
447	0.001447448043	1
448	0.00144426702	1
449	0.001439748042	1
450	0.001437278335	1
451	0.001435095144	1
452	0.001430323221	1
453	0.00142642436	1
454	0.001424988831	1
455	0.00142104539	1
456	0.001416805459	1
457	0.001414346244	1
458	0.001411597011	1
459	0.001409049603	1
460	0.001404563711	1
461	0.00139934908	1
462	0.001396060589	1
463	0.001393363351	1
464	0.001390184875	1
465	0.001384297538	1
466	0.001380108573	1
467	0.001377329197	1
468	0.001373996145	1
469	0.001370602304	1
470	0.001366243028	1
471	0.001361622104	1
472	0.001359343549	1
473	0.001354735691	1
474	0.001348530722	1
475	0.001344348707	1
476	0.001341801646	1
477	0.001338822563	1
478	0.00133291247	1
479	0.001328952921	1
480	0.001326560746	1
481	0.001322772352	1
482	0.001317782329	1
483	0.001314247841	1
484	0.001310155754	1
485	0.001307078514	1
486	0.001301914039	1
487	0.0013005432	1
488	0.001296729408	1
489	0.001292524774	1
490	0.001290909936	1
491	0.001289662451	1
492	0.001287334081	1
493	0.001283481596	1
494	0.001279470888	1
495	0.001273792419	1
496	0.00127080441	1
497	0.001268626064	1
498	0.001265283029	1
499	0.001262875445	1
500	0.001258538531	1
501	0.001256825568	1
502	0.00125111889	1
503	0.001248525769	1
504	0.00124530838	1
505	0.001242962158	1
506	0.001239626697	1
507	0.001237553267	1
508	0.001235473129	1
509	0.001233254057	1
510	0.001231056517	1
511	0.001228333757	1
512	0.001226155725	1
513	0.001220697628	1
514	0.00121781608	1
515	0.001215102622	1
516	0.001212224787	1
517	0.001208147429	1
518	0.001204047304	1
519	0.001199860932	1
520	0.001197112353	1
521	0.001195179476	1
522	0.001193012865	1
523	0.001189133763	1
524	0.001187724022	1
525	0.00118659343	1
526	0.001183903647	1
527	0.001179514312	1
528	0.001177378756	1
529	0.001175264405	1
530	0.001172949226	1
531	0.001170612787	1
532	0.001168736419	1
533	0.00116597098	1
534	0.001165180161	1
535	0.001160165978	1
536	0.001158456316	1
537	0.001156196825	1
538	0.001153845103	1
539	0.001152134465	1
540	0.001149777622	1
541	0.001148231184	1
542	0.001144380439	1
543	0.001142852486	1
544	0.001140517661	1
545	0.001137523537	1
546	0.001133683595	1
547	0.001128334553	1
548	0.001126353795	1
549	0.001124134713	1
550	0.001122245915	1
551	0.001119444857	1
552	0.001117146162	1
553	0.001115356733	1
554	0.001114119978	1
555	0.001112302466	1
556	0.001109164733	1
557	0.001106949391	1
558	0.001104514208	1
559	0.001102233229	1
560	0.001100660362	1
561	0.00109818628	1
562	0.001094925753	1
563	0.001093851161	1
564	0.001090065567	1
565	0.00108743786	1
566	0.001085809572	1
567	0.001083836767	1
568	0.001081846429	1
569	0.001079869362	1
570	0.001077816889	1
571	0.001076028142	1
572	0.001073868677	1
573	0.001071959748	1
574	0.001069913309	1
575	0.001067662551	1
576	0.00106638305	1
577	0.001064467424	1
578	0.001061507996	1
579	0.001060037262	1
580	0.001058621182	1
581	0.001056177542	1
582	0.00105402868	1
583	0.001052261865	1
584	0.001051487158	1
585	0.001049436019	1
586	0.001047055407	1
587	0.00104439853	1
588	0.001043005547	1
589	0.001039433884	1
590	0.001038208869	1
591	0.001036458218	1
592	0.00103488716	1
593	0.001033377074	1
594	0.001031572886	1
595	0.001028750827	1
596	0.001027689065	1
597	0.001026050753	1
598	0.001025017721	1
599	0.001022753706	1
600	0.001021224188	1
601	0.00101867621	1
602	0.001015318304	1
603	0.001014278359	1
604	0.001012592356	1
605	0.00101104148	1
606	0.001008844071	1
607	0.001007010696	1
608	0.00100527606	1
609	0.001004026011	1
610	0.001000719833	1
611	0.0009985252784	1
612	0.0009961626093	1
613	0.0009943873575	1
614	0.0009920554903	1
615	0.0009909637668	1
616	0.0009891044702	1
617	0.0009877905643	1
618	0.0009860291734	1
619	0.0009835806044	1
620	0.000980877259	1
621	0.0009780904644	1
622	0.000976387089	1
623	0.0009750183841	1
624	0.0009730949241	1
625	0.0009711060828	1
626	0.0009673994967	1
627	0.0009666006304	1
628	0.0009648827429	1
629	0.0009633522375	1
630	0.0009614217147	1
631	0.0009598454275	1
632	0.000957102188	1
633	0.0009547440666	1
634	0.0009538637662	1
635	0.0009528293588	1
636	0.0009516174039	1
637	0.0009504866792	1
638	0.000947157024	1
639	0.0009460185764	1
640	0.000944552485	1
641	0.0009433874133	1
642	0.0009418018755	1
643	0.0009403736668	1
644	0.0009391016988	1
645	0.000938185393	1
646	0.0009367819938	1
647	0.0009350800109	1
648	0.0009339695885	1
649	0.0009331028336	1
650	0.0009324196384	1
651	0.000929489042	1
652	0.0009286646508	1
653	0.0009265738352	1
654	0.0009248160782	1
655	0.000923848952	1
656	0.0009224227113	1
657	0.0009212429045	1
658	0.0009199667787	1
659	0.000918432903	1
660	0.0009168971559	1
661	0.0009150377351	1
662	0.0009138183068	1
663	0.000912207194	1
664	0.0009105969725	1
665	0.0009081662523	1
666	0.0009067264352	1
667	0.0009051836262	1
668	0.0009037637688	1
669	0.0009014940469	1
670	0.0009002706121	1
671	0.0008994232023	1
672	0.0008981216937	1
673	0.0008973287625	1
674	0.0008952863744	1
675	0.0008940173708	1
676	0.0008919521847	1
677	0.0008903164449	1
678	0.0008891754845	1
679	0.000888053028	1
680	0.0008870360459	1
681	0.0008855515474	1
682	0.0008836739727	1
683	0.000882216062	1
684	0.0008807320203	1
685	0.0008794824417	1
686	0.0008783701493	1
687	0.0008770767026	1
688	0.0008758984081	1
689	0.0008751525877	1
690	0.0008731090804	1
691	0.0008710732995	1
692	0.0008701915535	1
693	0.0008688282758	1
694	0.0008676990773	1
695	0.0008666293407	1
696	0.0008635538433	1
697	0.0008629478581	1
698	0.0008619241953	1
699	0.0008603504322	1
700	0.0008585855954	1
701	0.0008573202872	1
702	0.0008560573823	1
703	0.000854855684	1
704	0.0008538474294	1
705	0.0008508032352	1
706	0.0008495811353	1
707	0.0008477310737	1
708	0.0008464612178	1
709	0.0008439952434	1
710	0.0008427368514	1
711	0.0008418794508	1
712	0.0008406272788	1
713	0.0008395157383	1
714	0.0008376569461	1
715	0.0008366073486	1
716	0.0008349282204	1
717	0.0008328982246	1
718	0.0008309987738	1
719	0.0008287583144	1
720	0.0008278811513	1
721	0.0008263401988	1
722	0.0008252280808	1
723	0.0008222630411	1
724	0.0008213285375	1
725	0.0008198503289	1
726	0.0008189784975	1
727	0.0008175631569	1
728	0.0008165788959	1
729	0.0008153748992	1
730	0.0008145107838	1
731	0.0008121643418	1
732	0.0008103665945	1
733	0.0008090830075	1
734	0.000808015104	1
735	0.0008071668378	1
736	0.0008061336067	1
737	0.0008046830744	1
738	0.0008030166157	1
739	0.000802137014	1
740	0.0008010624764	1
741	0.0007999466456	1
742	0.0007987813969	1
743	0.0007972157446	1
744	0.0007963181612	1
745	0.0007955458622	1
746	0.0007947327707	1
747	0.0007942801894	1
748	0.0007932372885	1
749	0.0007918291492	1
750	0.0007907279137	1
751	0.0007896231862	1
752	0.0007882063722	1
753	0.0007872590993	1
754	0.000786300322	1
755	0.0007850073383	1
756	0.000783370512	1
757	0.0007819267701	1
758	0.0007806621838	1
759	0.0007796596793	1
760	0.0007781737786	1
761	0.0007764046005	1
762	0.0007748130047	1
763	0.0007734720584	1
764	0.0007718506184	1
765	0.0007707174751	1
766	0.0007701311794	1
767	0.0007684165755	1
768	0.0007674899261	1
769	0.0007665638449	1
770	0.0007656917257	1
771	0.00076464606	1
772	0.0007635858505	1
773	0.0007627567891	1
774	0.0007616736823	1
775	0.0007602038442	1
776	0.0007595712166	1
777	0.0007587031854	1
778	0.0007579515181	1
779	0.0007569442184	1
780	0.000755641837	1
781	0.0007548410758	1
782	0.0007542488932	1
783	0.0007528175862	1
784	0.0007511408429	1
785	0.0007501831064	1
786	0.0007491795465	1
787	0.0007480177719	1
788	0.0007472926288	1
789	0.000746422244	1
790	0.0007451280231	1
791	0.0007444516719	1
792	0.0007436728791	1
793	0.0007424743211	1
794	0.0007418501334	1
795	0.0007408021915	1
796	0.0007399687899	1
797	0.0007391555093	1
798	0.0007380191143	1
799	0.0007370911901	1
800	0.000736265621	1
801	0.0007357027004	1
802	0.0007346409916	1
803	0.0007336688421	1
804	0.0007328391499	1
805	0.0007319746955	1
806	0.000731084882	1
807	0.0007300471374	1
808	0.0007292805569	1
809	0.000728334157	1
810	0.0007274353194	1
811	0.0007262119122	1
812	0.0007253861305	1
813	0.0007235179295	1
814	0.0007229794985	1
815	0.0007218683087	1
816	0.000721216949	1
817	0.0007189855456	1
818	0.0007183056677	1
819	0.0007177952603	1
820	0.0007170223227	1
821	0.0007162382931	1
822	0.0007154126269	1
823	0.0007142292019	1
824	0.0007133493606	1
825	0.000713050492	1
826	0.0007123161645	1
827	0.0007114051333	1
828	0.0007094573052	1
829	0.0007081796279	1
830	0.0007069236007	1
831	0.000706108922	1
832	0.0007054572697	1
833	0.000704796358	1
834	0.0007035982708	1
835	0.0007025612658	1
836	0.000701650316	1
837	0.0007002832845	1
838	0.0006992989444	1
839	0.0006978459963	1
840	0.0006971752745	1
841	0.0006959382605	1
842	0.0006948789699	1
843	0.000694030222	1
844	0.0006932056082	1
845	0.000692514779	1
846	0.0006917367546	1
847	0.0006908157772	1
848	0.0006901201855	1
849	0.0006889683506	1
850	0.00068763404	1
851	0.0006869410358	1
852	0.000685965775	1
853	0.0006855491174	1
854	0.000684546756	1
855	0.0006840321793	1
856	0.0006832796488	1
857	0.000682497946	1
858	0.0006820471135	1
859	0.0006814795952	1
860	0.0006807572188	1
861	0.0006796347756	1
862	0.0006785668636	1
863	0.0006777458352	1
864	0.0006772177971	1
865	0.0006765540796	1
866	0.0006757938482	1
867	0.0006750219162	1
868	0.000673993844	1
869	0.0006728772458	1
870	0.0006721822768	1
871	0.0006716014857	1
872	0.0006709895484	1
873	0.0006701455408	1
874	0.0006692045276	1
875	0.0006686104858	1
876	0.0006677146709	1
877	0.0006672291987	1
878	0.0006665731083	1
879	0.0006659348889	1
880	0.0006651142233	1
881	0.0006640478842	1
882	0.0006632166586	1
883	0.0006621448158	1
884	0.0006614530138	1
885	0.0006609230241	1
886	0.0006600209091	1
887	0.0006590520698	1
888	0.0006582734241	1
889	0.0006574473549	1
890	0.000656686285	1
891	0.0006552153826	1
892	0.0006543487302	1
893	0.0006538041214	1
894	0.0006527031184	1
895	0.000652017682	1
896	0.0006515343574	1
897	0.0006511369625	1
898	0.0006504278022	1
899	0.0006498599125	1
900	0.0006487929572	1
901	0.0006480065367	1
902	0.0006473438988	1
903	0.0006464646817	1
904	0.0006459923663	1
905	0.0006455823516	1
906	0.0006446485498	1
907	0.0006442278187	1
908	0.0006436258312	1
909	0.0006429455161	1
910	0.0006408993567	1
911	0.0006403997059	1
912	0.0006390241378	1
913	0.0006377682898	1
914	0.0006371574164	1
915	0.0006364503166	1
916	0.0006358428364	1
917	0.0006352640654	1
918	0.0006345490958	1
919	0.0006337046739	1
920	0.000633301612	1
921	0.0006326095115	1
922	0.0006318669194	1
923	0.0006314580448	1
924	0.0006305781816	1
925	0.000630280444	1
926	0.0006296778688	1
927	0.0006285298899	1
928	0.0006273836612	1
929	0.0006265557542	1
930	0.0006257073639	1
931	0.0006251862323	1
932	0.000624536223	1
933	0.0006238904741	1
934	0.0006230813131	1
935	0.0006222540708	1
936	0.0006215004308	1
937	0.0006205067821	1
938	0.0006199249852	1
939	0.0006194275415	1
940	0.0006189269879	1
941	0.0006180714259	1
942	0.0006177372243	1
943	0.0006168256136	1
944	0.0006161204989	1
945	0.000615746421	1
946	0.0006147457335	1
947	0.0006141104071	1
948	0.0006137404329	1
949	0.0006127274561	1
950	0.0006122775733	1
951	0.0006114072934	1
952	0.0006108188721	1
953	0.000610250149	1
954	0.0006092247431	1
955	0.0006086650624	1
956	0.0006079255384	1
957	0.0006073951914	1
958	0.0006068463646	1
959	0.0006063578768	1
960	0.0006057784581	1
961	0.0006051010251	1
962	0.0006045393105	1
963	0.0006039963449	1
964	0.0006031837551	1
965	0.0006027442302	1
966	0.0006020034135	1
967	0.0006017021803	1
968	0.0006009900828	1
969	0.0006001133842	1
970	0.0005994991466	1
971	0.0005990889302	1
972	0.0005984613132	1
973	0.0005981864396	1
974	0.0005972914765	1
975	0.0005967343724	1
976	0.0005960855262	1
977	0.0005956257455	1
978	0.0005947014503	1
979	0.0005943262122	1
980	0.0005938309559	1
981	0.0005932492364	1
982	0.0005928284665	1
983	0.0005920515478	1
984	0.0005914614416	1
985	0.0005908086479	1
986	0.0005901274343	1
987	0.0005892576368	1
988	0.0005887312497	1
989	0.0005881078352	1
990	0.0005874367616	1
991	0.0005868014327	1
992	0.0005863272347	1
993	0.0005856004776	1
994	0.0005847686051	1
995	0.0005842301255	1
996	0.000583832117	1
997	0.0005834761333	1
998	0.0005829345004	1
999	0.0005825594498	1
